Id,cluster_exp0,cluster_exp1,cluster_exp2,cluster_exp3,cluster_exp4,cluster_exp5,cluster_exp6,cluster_exp7,cluster_exp8,cluster_exp9,cluster_exp10,cluster_exp11,cluster_exp12,cluster_exp13,cluster_exp14,cluster_exp15,cluster_exp16,cluster_exp17,cluster_exp18,cluster_exp19,cluster_exp20,cluster_exp21,cluster_exp22,cluster_exp23,cluster_exp24,cluster_exp25,cluster_exp26,cluster_exp27,cluster_exp28,cluster_exp29,cluster_exp30,cluster_exp31,cluster_exp32,cluster_exp33,cluster_exp42,cluster_exp43,cluster_exp44,cluster_exp45,cluster_exp46,cluster_exp47,cluster_exp48,cluster_exp49,cluster_exp50,cluster_exp51,cluster_exp52,cluster_exp53,cluster_exp54,cluster_exp55,cluster_exp56,cluster_exp57,cluster_exp58,cluster_exp59,cluster_exp60,cluster_exp61,cluster_exp62,cluster_exp63,cluster_exp64,cluster_exp65,cluster_exp66,cluster_exp67,cluster_exp68,cluster_exp69,cluster_exp70,cluster_exp71,cluster_exp72,cluster_exp73,cluster_exp74,cluster_exp75,cluster_exp76,cluster_exp77,cluster_exp78,cluster_exp79,cluster_exp80,cluster_exp81,cluster_exp82,cluster_exp83,cluster_exp84,cluster_exp90,cluster_exp91,cluster_exp92,cluster_exp93,cluster_exp98,cluster_exp99,cluster_exp100,cluster_exp101,cluster_exp102,cluster_exp103,cluster_exp104
0x1a1f01f50e00cb2305395ee73141b70fa5b2f4d5,4.0,1.0,32.0,16.0,19.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,22.0,14.0,57.0,55.0,0.0,17.0,3.0,26.0,7.0,1.0,13.0,34.0,22.0,52.0,3.0,6.0,19.0,36.0,42.0,3.0,22.0,18.0,48.0,50.0,3.0,11.0,1.0,21.0,22.0,0.0,12.0,21.0,41.0,53.0,0.0,9.0,6.0,56.0,11.0,0.0,0.0,12.0,10.0,80.0,2.0,24.0,22.0,32.0,48.0,2.0,10.0,17.0,8.0,33.0,3.0,12.0,41.0,16.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,23.0,0.0,310.0,2857.0,10.0,488.0
0x66f224da31784c6f9ae47b9d084b81da82c08a21,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,7.0,40.0,13.0,64.0,4.0,24.0,28.0,36.0,15.0,3.0,2.0,31.0,10.0,66.0,0.0,3.0,13.0,32.0,1.0,3.0,17.0,22.0,15.0,84.0,2.0,8.0,8.0,8.0,11.0,3.0,14.0,21.0,51.0,62.0,4.0,16.0,11.0,30.0,29.0,0.0,8.0,1.0,20.0,54.0,1.0,9.0,8.0,3.0,25.0,1.0,11.0,15.0,22.0,54.0,4.0,7.0,12.0,1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,23.0,0.0,310.0,2858.0,10.0,488.0
0x9f9a6826da24693c3b1c9d071bd2fdfb4b05b998,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,20.0,14.0,56.0,54.0,1.0,11.0,25.0,50.0,32.0,3.0,13.0,14.0,29.0,51.0,1.0,9.0,37.0,52.0,6.0,1.0,0.0,41.0,56.0,58.0,2.0,8.0,6.0,8.0,11.0,3.0,13.0,3.0,16.0,32.0,4.0,16.0,11.0,49.0,59.0,0.0,18.0,21.0,46.0,10.0,1.0,9.0,8.0,23.0,12.0,1.0,6.0,38.0,64.0,4.0,1.0,7.0,12.0,1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,186.0,0.0,297.0,2859.0,12.0,0.0
0xc09ae20a5c86a0083f2f66ea2dd8def1c7ea9be9,4.0,19.0,18.0,18.0,34.0,3.0,0.0,0.0,4.0,37.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,26.0,3.0,84.0,1.0,22.0,34.0,27.0,40.0,1.0,6.0,1.0,8.0,84.0,0.0,8.0,41.0,35.0,62.0,3.0,18.0,14.0,63.0,43.0,0.0,24.0,34.0,62.0,73.0,1.0,4.0,18.0,26.0,13.0,3.0,14.0,32.0,16.0,26.0,1.0,22.0,11.0,44.0,7.0,0.0,1.0,17.0,4.0,9.0,0.0,18.0,24.0,53.0,65.0,0.0,5.0,1.0,21.0,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,32.0,0.0,294.0,2860.0,13.0,0.0
0xa1892ba78fd0614c8707dc204fe5290030020ff8,4.0,19.0,24.0,18.0,34.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,12.0,14.0,37.0,79.0,1.0,8.0,17.0,59.0,54.0,1.0,0.0,21.0,47.0,26.0,0.0,11.0,40.0,9.0,31.0,1.0,20.0,38.0,36.0,12.0,1.0,15.0,10.0,27.0,70.0,0.0,18.0,28.0,3.0,28.0,1.0,7.0,10.0,62.0,12.0,0.0,18.0,5.0,10.0,62.0,2.0,7.0,39.0,42.0,32.0,2.0,9.0,4.0,17.0,31.0,1.0,19.0,19.0,10.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,95.0,0.0,301.0,2861.0,20.0,0.0
0x3634f315da51a174f1e260eca870436acd537012,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,16.0,21.0,28.0,79.0,2.0,18.0,11.0,15.0,10.0,4.0,11.0,11.0,55.0,37.0,3.0,21.0,22.0,19.0,74.0,1.0,15.0,28.0,41.0,21.0,1.0,11.0,1.0,21.0,22.0,0.0,18.0,28.0,9.0,65.0,1.0,3.0,6.0,6.0,14.0,2.0,6.0,9.0,25.0,7.0,2.0,24.0,15.0,13.0,35.0,1.0,0.0,38.0,49.0,82.0,1.0,6.0,28.0,16.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,174.0,0.0,312.0,2862.0,11.0,0.0
0x6b3db04168559d68e415ce311fc7da3ffb65b53f,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,20.0,23.0,63.0,59.0,4.0,13.0,8.0,63.0,64.0,1.0,2.0,10.0,7.0,44.0,3.0,4.0,20.0,49.0,7.0,3.0,14.0,19.0,17.0,67.0,2.0,3.0,8.0,33.0,1.0,0.0,8.0,38.0,49.0,55.0,4.0,16.0,19.0,37.0,38.0,2.0,8.0,40.0,9.0,0.0,1.0,22.0,40.0,23.0,12.0,2.0,20.0,7.0,23.0,52.0,4.0,7.0,19.0,54.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,2863.0,1.0,1.0
0x5bb4fffef211f4aa96ab22a446fdeed2e9fb457e,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,24.0,36.0,25.0,13.0,2.0,7.0,12.0,30.0,28.0,2.0,7.0,1.0,24.0,26.0,2.0,13.0,18.0,19.0,79.0,0.0,21.0,42.0,25.0,9.0,1.0,15.0,15.0,61.0,28.0,3.0,9.0,1.0,57.0,57.0,1.0,7.0,10.0,60.0,56.0,2.0,18.0,1.0,28.0,2.0,2.0,7.0,11.0,13.0,33.0,1.0,14.0,40.0,13.0,33.0,1.0,11.0,36.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,440.0,0.0,292.0,2864.0,1.0,489.0
0x46dca395d20e63cb0fe1edc9f0e6f012e77c0913,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,33.0,19.0,59.0,2.0,7.0,6.0,11.0,36.0,4.0,24.0,18.0,58.0,37.0,1.0,3.0,22.0,43.0,14.0,2.0,10.0,41.0,6.0,79.0,2.0,6.0,42.0,18.0,77.0,2.0,2.0,1.0,58.0,62.0,4.0,19.0,33.0,47.0,10.0,0.0,10.0,12.0,30.0,6.0,1.0,10.0,7.0,9.0,9.0,2.0,3.0,0.0,2.0,26.0,0.0,18.0,1.0,8.0,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,93.0,0.0,292.0,2865.0,3.0,0.0
0x4d98f940bba7ee8bf44a60fedb60ee1f3364dc0d,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,11.0,17.0,29.0,82.0,3.0,16.0,12.0,46.0,69.0,3.0,3.0,42.0,51.0,16.0,0.0,3.0,18.0,46.0,45.0,0.0,13.0,33.0,33.0,52.0,2.0,3.0,6.0,19.0,78.0,3.0,5.0,37.0,3.0,33.0,4.0,16.0,19.0,31.0,7.0,0.0,0.0,21.0,20.0,5.0,1.0,9.0,40.0,50.0,19.0,1.0,10.0,38.0,15.0,60.0,4.0,19.0,12.0,54.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,556.0,0.0,298.0,2866.0,18.0,490.0
0xe67cfb660b1be78b0b893c6100149101e6853fe5,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,10.0,2.0,7.0,9.0,0.0,17.0,44.0,8.0,21.0,2.0,19.0,23.0,58.0,84.0,2.0,13.0,12.0,45.0,4.0,0.0,1.0,33.0,33.0,58.0,1.0,11.0,1.0,21.0,69.0,2.0,13.0,37.0,12.0,33.0,1.0,3.0,6.0,6.0,11.0,0.0,10.0,28.0,25.0,25.0,4.0,24.0,15.0,13.0,35.0,1.0,14.0,5.0,9.0,8.0,1.0,11.0,36.0,16.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,556.0,0.0,298.0,2867.0,18.0,490.0
0xec53a14531964487059a2f4f058873c533c6c279,4.0,1.0,30.0,16.0,12.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,43.0,56.0,0.0,1.0,10.0,37.0,60.0,23.0,0.0,13.0,23.0,52.0,27.0,0.0,21.0,1.0,37.0,51.0,1.0,22.0,7.0,34.0,50.0,2.0,18.0,6.0,19.0,78.0,0.0,18.0,36.0,39.0,65.0,1.0,6.0,19.0,31.0,66.0,0.0,0.0,21.0,20.0,5.0,1.0,9.0,40.0,50.0,19.0,1.0,10.0,38.0,15.0,60.0,4.0,19.0,12.0,54.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,556.0,0.0,312.0,2868.0,18.0,490.0
0x392f89779d7174eeadb1933da4b83cca548ef46d,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,14.0,24.0,55.0,25.0,0.0,14.0,13.0,13.0,16.0,0.0,14.0,42.0,23.0,41.0,1.0,23.0,25.0,18.0,3.0,0.0,15.0,19.0,14.0,54.0,2.0,3.0,2.0,54.0,44.0,3.0,10.0,14.0,49.0,62.0,4.0,4.0,43.0,49.0,21.0,0.0,1.0,4.0,11.0,26.0,1.0,3.0,7.0,7.0,12.0,1.0,10.0,0.0,23.0,8.0,4.0,9.0,20.0,1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,21.0,0.0,292.0,2869.0,1.0,1.0
0x621f2a5ef987e064e76da1eb378e7193cefc0baa,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,60.0,32.0,60.0,32.0,1.0,2.0,9.0,34.0,69.0,3.0,4.0,20.0,20.0,33.0,0.0,19.0,6.0,15.0,49.0,0.0,11.0,34.0,31.0,74.0,2.0,5.0,4.0,11.0,29.0,0.0,9.0,41.0,31.0,46.0,1.0,20.0,33.0,38.0,1.0,3.0,17.0,36.0,39.0,83.0,1.0,2.0,41.0,43.0,77.0,0.0,5.0,37.0,53.0,55.0,0.0,3.0,12.0,51.0,49.0,0.0,3.0,39.0,32.0,42.0,40.0,24.0,-1.0,45.0,29.0,-1.0,-1.0,1.0,73.0,0.0,292.0,2870.0,1.0,0.0
0x48d0f04cead85c8ff7c309078994d6dcdf7ef1af,4.0,1.0,30.0,4.0,62.0,3.0,0.0,0.0,4.0,36.0,50.0,29.0,50.0,29.0,2.0,22.0,33.0,48.0,55.0,4.0,20.0,44.0,34.0,48.0,1.0,8.0,11.0,1.0,29.0,0.0,8.0,18.0,30.0,24.0,2.0,16.0,26.0,10.0,24.0,0.0,5.0,29.0,41.0,33.0,3.0,1.0,41.0,40.0,4.0,3.0,23.0,32.0,16.0,20.0,1.0,19.0,34.0,37.0,47.0,0.0,0.0,42.0,61.0,63.0,0.0,2.0,29.0,55.0,51.0,0.0,15.0,16.0,35.0,29.0,35.0,21.0,-1.0,37.0,26.0,-1.0,-1.0,0.0,17.0,0.0,293.0,2871.0,10.0,0.0
0x1010595f96ab62b31bfeac411ec5f8f60db5dc23,4.0,1.0,30.0,2.0,50.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,18.0,28.0,45.0,53.0,2.0,5.0,4.0,47.0,83.0,1.0,0.0,13.0,32.0,23.0,1.0,16.0,6.0,9.0,32.0,3.0,14.0,39.0,56.0,47.0,1.0,15.0,1.0,27.0,22.0,0.0,8.0,25.0,37.0,42.0,1.0,18.0,6.0,5.0,64.0,0.0,24.0,6.0,20.0,42.0,2.0,24.0,15.0,13.0,32.0,1.0,9.0,25.0,29.0,54.0,1.0,12.0,28.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,254.0,0.0,292.0,2872.0,9.0,0.0
0x3dee682ad8fc1bfc3657c59e841d135d51f9662a,4.0,1.0,30.0,62.0,50.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,15.0,9.0,35.0,78.0,3.0,10.0,24.0,40.0,33.0,3.0,8.0,1.0,16.0,37.0,3.0,14.0,17.0,37.0,39.0,1.0,17.0,37.0,64.0,0.0,1.0,18.0,27.0,28.0,21.0,0.0,8.0,34.0,30.0,40.0,1.0,6.0,3.0,35.0,42.0,0.0,0.0,5.0,1.0,33.0,2.0,7.0,40.0,23.0,33.0,0.0,5.0,17.0,30.0,31.0,1.0,11.0,19.0,29.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,277.0,0.0,292.0,2873.0,2.0,0.0
0x18dd209c77fd6092bcf4cfc1a8f7f5df3c18e0c4,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,9.0,2.0,51.0,30.0,1.0,15.0,1.0,45.0,68.0,1.0,11.0,15.0,38.0,13.0,1.0,13.0,25.0,64.0,55.0,0.0,5.0,25.0,45.0,21.0,2.0,6.0,9.0,54.0,32.0,1.0,0.0,23.0,60.0,78.0,4.0,12.0,22.0,57.0,16.0,0.0,18.0,19.0,15.0,5.0,1.0,3.0,7.0,46.0,6.0,1.0,9.0,18.0,1.0,3.0,4.0,7.0,17.0,5.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,379.0,0.0,301.0,2874.0,12.0,11.0
0xe6c38d64119f15279f72e63bf07e1b8cc100a583,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,20.0,35.0,57.0,4.0,7.0,0.0,53.0,1.0,1.0,14.0,0.0,28.0,6.0,2.0,19.0,41.0,54.0,2.0,0.0,13.0,35.0,33.0,26.0,2.0,3.0,6.0,19.0,11.0,2.0,6.0,23.0,64.0,68.0,4.0,16.0,11.0,37.0,38.0,0.0,9.0,28.0,14.0,80.0,1.0,9.0,8.0,46.0,12.0,1.0,22.0,8.0,31.0,19.0,4.0,7.0,12.0,1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,56.0,0.0,294.0,2875.0,12.0,11.0
0x796c85135b28d778dabb786aa8a4f6b59554a0cd,4.0,1.0,18.0,39.0,37.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,11.0,21.0,58.0,55.0,2.0,7.0,31.0,55.0,24.0,2.0,7.0,2.0,61.0,44.0,2.0,3.0,35.0,19.0,14.0,1.0,12.0,21.0,17.0,12.0,2.0,3.0,6.0,19.0,78.0,0.0,23.0,33.0,11.0,71.0,4.0,16.0,11.0,37.0,43.0,2.0,1.0,19.0,1.0,22.0,1.0,22.0,8.0,23.0,12.0,2.0,3.0,38.0,30.0,6.0,4.0,7.0,12.0,1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,52.0,0.0,292.0,2876.0,2.0,1.0
0x16bd68b91396a41d52aec6d73a609333ff492a78,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,31.0,39.0,21.0,4.0,17.0,22.0,61.0,66.0,3.0,10.0,34.0,25.0,72.0,2.0,21.0,23.0,11.0,21.0,0.0,1.0,31.0,42.0,65.0,2.0,1.0,9.0,63.0,32.0,2.0,14.0,6.0,4.0,32.0,3.0,5.0,38.0,13.0,10.0,0.0,10.0,7.0,46.0,21.0,1.0,10.0,7.0,9.0,26.0,1.0,11.0,0.0,5.0,39.0,0.0,18.0,10.0,22.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,425.0,0.0,0.0,2877.0,7.0,0.0
0x5d18c78f374286d1fa6b1880545bfad714c29273,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,19.0,29.0,45.0,47.0,3.0,14.0,18.0,28.0,35.0,3.0,15.0,17.0,24.0,15.0,1.0,9.0,10.0,39.0,29.0,0.0,21.0,16.0,43.0,26.0,1.0,4.0,36.0,28.0,64.0,3.0,5.0,17.0,51.0,22.0,1.0,11.0,3.0,35.0,8.0,0.0,0.0,6.0,15.0,42.0,2.0,22.0,40.0,42.0,33.0,1.0,6.0,15.0,32.0,34.0,1.0,19.0,13.0,29.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,638.0,0.0,299.0,2878.0,3.0,491.0
0xf1b4b55488e579586120433faebb25c64cf2e9fb,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,16.0,26.0,46.0,27.0,2.0,8.0,39.0,50.0,23.0,2.0,21.0,18.0,7.0,46.0,4.0,5.0,34.0,43.0,79.0,0.0,21.0,12.0,42.0,57.0,1.0,15.0,1.0,27.0,7.0,2.0,14.0,17.0,7.0,61.0,1.0,18.0,41.0,25.0,56.0,0.0,8.0,7.0,15.0,22.0,2.0,24.0,11.0,13.0,2.0,1.0,6.0,15.0,32.0,34.0,1.0,12.0,28.0,16.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,638.0,0.0,295.0,2879.0,3.0,491.0
0x91cda41a25057b30cd003dde076dc91f7a9cb6d9,4.0,1.0,30.0,16.0,28.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,16.0,11.0,28.0,1.0,3.0,17.0,10.0,34.0,74.0,1.0,13.0,9.0,56.0,50.0,0.0,18.0,11.0,48.0,2.0,1.0,17.0,22.0,43.0,81.0,1.0,4.0,36.0,28.0,64.0,0.0,23.0,13.0,8.0,69.0,1.0,11.0,3.0,35.0,8.0,0.0,0.0,6.0,15.0,42.0,2.0,22.0,40.0,42.0,33.0,1.0,6.0,15.0,32.0,34.0,1.0,19.0,13.0,29.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,638.0,0.0,295.0,2880.0,3.0,0.0
0x98d365a3df9711603dd2ab52bf45b16796336726,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,43.0,44.0,22.0,1.0,12.0,16.0,43.0,24.0,3.0,9.0,40.0,3.0,11.0,0.0,4.0,33.0,17.0,19.0,0.0,23.0,42.0,50.0,8.0,2.0,8.0,6.0,33.0,11.0,2.0,10.0,30.0,57.0,3.0,4.0,16.0,11.0,37.0,38.0,2.0,10.0,7.0,18.0,25.0,1.0,3.0,8.0,46.0,25.0,1.0,6.0,4.0,1.0,37.0,4.0,7.0,20.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,442.0,0.0,306.0,2881.0,34.0,287.0
0x00653d03b147a663390dd5c5b1a55dc9cc0bd2fd,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,8.0,4.0,52.0,27.0,1.0,1.0,32.0,28.0,9.0,2.0,21.0,34.0,19.0,5.0,0.0,19.0,17.0,1.0,38.0,1.0,17.0,13.0,3.0,73.0,1.0,4.0,27.0,28.0,74.0,0.0,18.0,28.0,46.0,53.0,1.0,6.0,3.0,31.0,63.0,2.0,0.0,5.0,25.0,40.0,1.0,22.0,40.0,50.0,19.0,1.0,10.0,14.0,46.0,82.0,1.0,7.0,19.0,54.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,507.0,0.0,300.0,2882.0,10.0,0.0
0xa38cdb63c943e9481c9b87db5c80f5ac333d16ed,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,15.0,10.0,22.0,14.0,2.0,14.0,4.0,8.0,22.0,3.0,0.0,4.0,7.0,67.0,0.0,7.0,40.0,12.0,12.0,0.0,7.0,23.0,2.0,57.0,1.0,15.0,15.0,27.0,16.0,3.0,13.0,9.0,47.0,83.0,1.0,3.0,10.0,25.0,57.0,0.0,10.0,6.0,20.0,22.0,2.0,7.0,11.0,56.0,2.0,1.0,6.0,0.0,49.0,38.0,1.0,11.0,36.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.0,639.0,148.0,137.0,2883.0,160.0,492.0
0x91b7f6b94554cf9e1dc041d9a15f5bec30b71166,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,38.0,61.0,35.0,0.0,5.0,18.0,28.0,79.0,2.0,4.0,12.0,53.0,46.0,3.0,7.0,35.0,3.0,26.0,3.0,7.0,33.0,2.0,57.0,1.0,15.0,15.0,27.0,70.0,3.0,10.0,37.0,47.0,44.0,1.0,3.0,10.0,25.0,57.0,0.0,10.0,6.0,20.0,22.0,2.0,7.0,11.0,56.0,2.0,1.0,6.0,0.0,49.0,38.0,1.0,11.0,36.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.0,639.0,148.0,137.0,2884.0,160.0,492.0
0x00a8bec03805bcfaafab1050dbcf90f57982d750,4.0,19.0,24.0,18.0,34.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,22.0,34.0,50.0,15.0,2.0,4.0,36.0,60.0,2.0,2.0,19.0,20.0,52.0,53.0,3.0,1.0,34.0,18.0,50.0,3.0,6.0,4.0,16.0,68.0,2.0,3.0,2.0,44.0,11.0,2.0,24.0,26.0,31.0,58.0,4.0,12.0,14.0,36.0,27.0,0.0,0.0,12.0,13.0,21.0,1.0,3.0,8.0,9.0,14.0,1.0,11.0,0.0,46.0,37.0,4.0,9.0,20.0,1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,418.0,0.0,302.0,2885.0,5.0,454.0
0x24bcbcaad82e67f721799e259ca60bc7d363419,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,20.0,99.0,48.0,99.0,48.0,3.0,5.0,23.0,64.0,26.0,0.0,5.0,23.0,10.0,84.0,0.0,16.0,24.0,61.0,66.0,4.0,0.0,43.0,63.0,39.0,2.0,8.0,40.0,35.0,56.0,0.0,7.0,24.0,40.0,43.0,1.0,9.0,1.0,23.0,74.0,3.0,21.0,40.0,54.0,46.0,0.0,4.0,30.0,61.0,31.0,0.0,4.0,2.0,15.0,37.0,0.0,11.0,9.0,12.0,69.0,0.0,4.0,9.0,11.0,36.0,89.0,38.0,-1.0,76.0,42.0,-1.0,-1.0,1.0,19.0,0.0,292.0,2886.0,3.0,0.0
0xf42a339f93c1fa4c5d9ace33db308a504e7b0bde,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,37.0,-1.0,37.0,-1.0,1.0,0.0,42.0,35.0,73.0,1.0,15.0,36.0,33.0,67.0,0.0,10.0,10.0,11.0,74.0,2.0,11.0,41.0,52.0,42.0,2.0,13.0,3.0,59.0,62.0,2.0,18.0,6.0,19.0,62.0,3.0,10.0,9.0,47.0,80.0,4.0,6.0,19.0,19.0,66.0,1.0,12.0,16.0,4.0,67.0,1.0,9.0,8.0,46.0,12.0,1.0,6.0,5.0,10.0,33.0,4.0,7.0,19.0,1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,261.0,22.0,293.0,2887.0,16.0,85.0
0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,37.0,-1.0,37.0,-1.0,1.0,14.0,24.0,47.0,14.0,3.0,2.0,31.0,64.0,38.0,3.0,0.0,28.0,4.0,8.0,2.0,11.0,17.0,17.0,83.0,2.0,13.0,3.0,59.0,62.0,2.0,18.0,6.0,19.0,62.0,3.0,10.0,9.0,47.0,80.0,4.0,6.0,19.0,19.0,66.0,1.0,12.0,16.0,4.0,67.0,1.0,9.0,8.0,46.0,12.0,1.0,6.0,5.0,10.0,33.0,4.0,7.0,19.0,1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,261.0,22.0,293.0,2888.0,16.0,85.0
0x9224cf7956b8787f1e015349ba2937cef29215d8,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,21.0,26.0,48.0,40.0,1.0,1.0,17.0,38.0,71.0,0.0,5.0,42.0,51.0,68.0,4.0,24.0,34.0,12.0,6.0,3.0,0.0,22.0,59.0,33.0,1.0,4.0,10.0,28.0,64.0,3.0,14.0,37.0,61.0,17.0,1.0,6.0,3.0,35.0,8.0,0.0,10.0,7.0,28.0,66.0,1.0,22.0,40.0,13.0,33.0,1.0,10.0,20.0,5.0,6.0,1.0,19.0,19.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,191.0,350.0,0.0,302.0,2889.0,2.0,493.0
